0,95310,302.28,0.013384,0,0
100,94240,302.44,0.013055,0,0
200,93170,302.64,0.012816,0,0
300,92110,302.89,0.01254,0,0
400,91060,303.23,0.012205,0,0
500,90010,303.58,0.011878,0,0
600,88990,303.58,0.011822,0,0
700,87960,303.58,0.011769,0,0
800,86950,303.6,0.011729,0,0
900,85940,303.62,0.011714,0,0
1000,84940,303.69,0.011631,0,0
1100,83950,304.46,0.010762,0,0
1200,82970,305.22,0.0099493,0,0
1300,82000,305.96,0.0088898,0,0
1400,81050,306.68,0.0076969,0,0
1500,80090,307.43,0.0066471,0,0
1600,79150,307.35,0.0060979,0,0
1700,78210,307.19,0.0056289,0,0
1800,77280,307.09,0.0051499,0,0
1900,76360,307.18,0.0045869,0,0
2000,75450,307.28,0.0040811,0,0
2100,74550,307.4,0.0037103,0,0
2200,73650,307.58,0.0034474,0,0
2300,72760,307.75,0.0032006,0,0
2400,71890,307.96,0.0029848,0,0
2500,71020,308.21,0.0027884,0,0
2600,70150,308.47,0.0026036,0,0
2700,69300,308.65,0.0024896,0,0
2800,68460,308.82,0.0023931,0,0
2900,67620,308.99,0.0023,0,0
3000,66790,309.17,0.0022332,0,0
3100,65970,309.35,0.0021715,0,0
3200,65150,309.55,0.0021114,0,0
3300,64350,309.7,0.0020524,0,0
3400,63550,309.86,0.0019949,0,0
3500,62750,310.03,0.001939,0,0
3600,61970,310.17,0.0018841,0,0
3700,61190,310.33,0.0018322,0,0
3800,60420,310.48,0.0017814,0,0
3900,59650,310.65,0.0017305,0,0
4000,58900,310.8,0.0016777,0,0
4100,58150,310.95,0.001625,0,0
4200,57400,311.12,0.0015726,0,0
4300,56680,311.3,0.0015043,0,0
4400,55950,311.5,0.0014401,0,0
4500,55230,311.7,0.001377,0,0
4600,54520,311.97,0.001279,0,0
4700,53810,312.26,0.0011716,0,0
4800,53110,312.56,0.0010721,0,0
4900,52410,312.87,0.0009776,0,0
5000,51740,313.2,0.00087322,0,0
5100,51060,313.56,0.00077903,0,0
5200,50380,313.94,0.00069401,0,0
5300,49720,314.27,0.00063725,0,0
5400,49070,314.56,0.00060952,0,0
5500,48420,314.86,0.0005829,0,0
5600,47770,315.18,0.00055737,0,0
5700,47140,315.46,0.00055143,0,0
5800,46520,315.69,0.00055932,0,0
5900,45890,315.97,0.00056755,0,0
6000,45270,316.25,0.00057588,0,0
6100,44660,316.48,0.00058431,0,0
6200,44060,316.69,0.00059398,0,0
6300,43470,316.88,0.0006032,0,0
6400,42870,317.11,0.00061341,0,0
6500,42280,317.34,0.00061072,0,0
6600,41710,317.54,0.00058824,0,0
6700,41140,317.76,0.00056656,0,0
6800,40570,317.99,0.00054617,0,0
6900,40000,318.24,0.00052598,0,0
7000,39450,318.47,0.00047758,0,0
7100,38910,318.7,0.00043355,0,0
7200,38370,318.95,0.0003928,0,0
7300,37820,319.23,0.00035599,0,0
7400,37290,319.48,0.00032082,0,0
7500,36770,319.74,0.00028692,0,0
7600,36260,319.98,0.00025621,0,0
7700,35740,320.27,0.0002288,0,0
7800,35220,320.56,0.00020385,0,0
7900,34720,320.84,0.00018147,0,0
8000,34230,321.1,0.00016129,0,0
8100,33740,321.39,0.00014317,0,0
8200,33260,321.67,0.00012686,0,0
8300,32770,321.99,0.00011217,0,0
8400,32290,322.29,0.00010085,0,0
8500,31830,322.53,0.000092349,0,0
8600,31370,322.79,0.000084503,0,0
8700,30910,323.06,0.00007727,0,0
8800,30450,323.35,0.000070606,0,0
8900,29990,323.66,0.000064471,0,0
9000,29560,323.91,0.000058984,0,0
9100,29130,324.18,0.000053927,0,0
9200,28690,324.5,0.000049287,0,0
9300,28260,324.79,0.000044999,0,0
9400,27830,325.11,0.000041004,0,0
9500,27400,325.47,0.00003748,0,0
9600,27000,325.8,0.00003433,0,0
9700,26600,326.12,0.000031466,0,0
9800,26200,326.48,0.000028785,0,0
9900,25790,326.9,0.000026327,0,0
10000,25390,327.29,0.000024085,0,0
10100,24990,327.73,0.000022021,0,0
10200,24620,328.19,0.000021154,0,0
10300,24250,328.68,0.00002032,0,0
10400,23880,329.18,0.00001952,0,0
10500,23510,329.71,0.000018751,0,0
10600,23130,330.31,0.00001802,0,0
10700,22760,330.87,0.00001731,0,0
10800,22400,331.66,0.000017468,0,0
10900,22060,332.96,0.00001982,0,0
11000,21730,334.24,0.000022463,0,0
11100,21390,335.61,0.000025453,0,0
11200,21060,336.95,0.000028807,0,0
11300,20720,338.36,0.000032596,0,0
11400,20380,339.81,0.000036861,0,0
11500,20050,341.24,0.000041638,0,0
11600,19750,342.77,0.0000431,0,0
11700,19450,344.35,0.000044106,0,0
11800,19160,345.93,0.000045064,0,0
11900,18860,347.57,0.000046078,0,0
12000,18570,349.21,0.000047101,0,0
12100,18270,350.94,0.000048185,0,0
12200,17980,352.63,0.000049343,0,0
12300,17680,354.42,0.000050505,0,0
12400,17400,356.08,0.00005066,0,0
12500,17140,357.56,0.000049151,0,0
12600,16890,359,0.000047724,0,0
12700,16630,360.54,0.000046309,0,0
12800,16380,362.06,0.000044971,0,0
12900,16120,363.66,0.000043702,0,0
13000,15870,365.24,0.00004239,0,0
13100,15610,366.92,0.000041202,0,0
13200,15350,368.61,0.000039998,0,0
13300,15100,370.29,0.000038861,0,0
13400,14870,371.78,0.000037759,0,0
13500,14650,373.18,0.000036667,0,0
13600,14440,374.55,0.000035633,0,0
13700,14220,376,0.000034654,0,0
13800,14000,377.49,0.000033659,0,0
13900,13790,378.92,0.000032717,0,0
14000,13570,380.47,0.000031784,0,0
14100,13360,381.98,0.0000309,0,0
14200,13140,383.6,0.000030025,0,0
14300,12930,385.17,0.000029196,0,0
14400,12710,386.88,0.000028415,0,0
14500,12500,388.53,0.000027638,0,0
14600,12320,389.89,0.000027348,0,0
14700,12140,391.27,0.000027066,0,0
14800,11960,392.69,0.000026791,0,0
14900,11790,394.06,0.000026501,0,0
15000,11610,395.53,0.000026241,0,0
15100,11430,397.04,0.000025989,0,0
15200,11250,398.59,0.000025744,0,0
15300,11080,400.08,0.000025447,0,0
15400,10900,401.69,0.000025218,0,0
15500,10720,403.34,0.000024996,0,0
15600,10550,404.92,0.000024758,0,0
15700,10370,406.67,0.000024552,0,0
15800,10190,408.44,0.000024353,0,0
15900,10010,410.25,0.000024162,0,0
16000,9870,412.2,0.000025613,0,0
16100,9730,414.17,0.000027152,0,0
16200,9590,416.18,0.000028785,0,0
16300,9450,418.23,0.000030518,0,0
16400,9310,420.31,0.000032358,0,0
16500,9170,422.43,0.000034312,0,0
16600,9030,424.59,0.000036387,0,0
16700,8890,426.79,0.000038592,0,0
16800,8750,429.03,0.000040934,0,0
16900,8610,431.31,0.000043423,0,0
17000,8470,433.64,0.00004607,0,0
17100,8330,436.02,0.000048884,0,0
17200,8190,438.44,0.000051877,0,0
17300,8050,440.91,0.000055062,0,0
17400,7910,443.43,0.000058453,0,0
17500,7770,446.01,0.000062063,0,0
17600,7630,448.65,0.000065908,0,0
17700,7490,451.34,0.000070005,0,0
17800,7350,454.1,0.000074373,0,0
17900,7210,456.92,0.000079032,0,0
18000,7070,459.8,0.000084002,0,0
18100,6930,462.76,0.000089308,0,0
18200,6790,465.79,0.000094976,0,0
18300,6650,468.89,0.00010103,0,0
18400,6510,472.08,0.00010751,0,0
18500,6370,475.35,0.00011444,0,0
18600,6230,478.7,0.00012186,0,0
18700,6090,482.16,0.00012981,0,0
18800,5950,485.7,0.00013833,0,0
18900,5810,489.36,0.00014747,0,0
19000,5670,493.12,0.00015729,0,0
19100,5530,497,0.00016784,0,0
19200,5390,500.99,0.0001792,0,0
19300,5250,505.12,0.00019143,0,0
19400,5110,509.39,0.00020461,0,0
19500,4970,513.8,0.00021883,0,0
19600,4830,518.36,0.00023421,0,0
19700,4690,523.1,0.00025084,0,0
19800,4550,528.01,0.00026885,0,0
19900,4410,533.11,0.0002884,0,0
20000,4270,538.41,0.00030965,0,0
